ProductName,Description,Product Image,Product Cateogy Name,Model Number,Serial Number,StockLevel,ReorderPoint,Supplier Name,Supplier Mail,Supplier  Contact,Order Date,Quantity,Order Status,Year,Month,Day,Day Name,Month Name,Valid Supplier Email
DOCSIS 3.1 Cable Modem (CM1200) -3,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SPL-8417,507b1fc1-751b-4204-a289-6b306084ed0d,400,75,Netgear,Neger@mail.com,9256476541,2024-11-08,400,Deliverd,2024,11,8,Friday,November,True
CMOS 50G Serial Mux-3,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MUL-6470,4f96fbd3-c827-4100-a32e-3c53949aa2da,300,100,Broadcom,brcom@mail.com,1759731673,2023-06-24,300,Deliverd,2023,6,24,Saturday,June,True
DOCSIS 3.0 24x8 Cable Modem (CM700)-3,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,MOD-1297,96fe07ff-6f20-4188-b790-43c42ddf32fc,200,50,Netgear,Neger@mail.com,9256476542,2024-08-04,200,Deliverd,2024,8,4,Sunday,August,True
ETL-700  Combiner-3,A two-way combiner,No Image Available,Combiner,COM-5637,3231cd13-6ca5-441e-8e16-7c2b3af6433c,300,75,Synergy,synerg@mail.com,7865434961,2024-01-01,300,Deliverd,2024,1,1,Monday,January,True
CISCO IR530-3,Provides enterprise-class RF mesh connectivity,No Image Available,Router,MUL-8292,90a2e3dc-bf8a-4628-82dd-5187b699e03a,500,150,Cisco,abcd@mail.com,1234567890,2024-01-26,500,Deliverd,2024,1,26,Friday,January,True
HP JG540A-3,48 Port Ethernet Smart Managed Switch,No Image Available,Switch,COM-4673,d6d90083-c928-4d47-8f7b-1a428024b34e,300,100,HP,abhp@mail.com,1980762345,2024-08-27,300,Deliverd,2024,8,27,Tuesday,August,True
DOCSIS 4.0 Cable Modem-3,Superfast speeds up to 10 gigabits per second (Gbps),modem.jpg,Modem,ROU-1494,17a965a4-e9f5-4a6f-8661-3889506205c1,200,50,Netgear,Neger@mail.com,9256476541,2024-07-10,200,Deliverd,2024,7,10,Wednesday,July,True
Cellular Duplexer Tx-3,A multiplexer product that is RoHS6 compliant ,No Image Available,Multiplexer,CAR-7813,c7bb6f9d-b00e-4e4f-af34-f2b3cca2bcaf,200,50,Broadcom,brcom@mail.com,1759731673,2024-09-28,200,Deliverd,2024,9,28,Saturday,September,True
SBB200 Splitter Trough Block-3, Splitter block constructed with copper-aluminium ,splitter.jpg,Splitter,MOD-3582,cd1f818b-aa77-42a0-83d2-c502e64a2600,400,75,BELL,blee@mail.com,1256476893,2024-12-24,400,Inprogress,2024,12,24,Tuesday,December,True
Proximity  Smart Card-3,A contactless smart card ,card.jpg,Card,MUL-1280,6ac2447a-433c-4ff2-af43-9f473d401751,500,150,Cardcom,cdcom@mail.com,1314732575,2024-12-29,500,Inprogress,2024,12,29,Sunday,December,True
DOCSIS 4.0 16x4 (CM500)-3,A High Speed Cable Modem,No Image Available,Modem,SPL-5066,383804e7-4dd8-419b-9cfc-09f6a662f0d1,300,100,Netgear,Neger@mail.com,9256476541,2024-12-27,300,Inprogress,2024,12,27,Friday,December,True
DOCSIS 4.1 Cable Modem (CM1100) -3,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,COM-6001,30222fa8-d496-41fc-9608-80bc97c1eb5e,400,75,Netgear,Neger@mail.com,9256476541,2024-12-17,400,Inprogress,2024,12,17,Tuesday,December,True
CMOS 10G Serial Mux-3,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,COM-2217,ca26440c-ea75-4f5f-847b-5a21009f1926,300,100,Broadcom,brcom@mail.com,1759731674,2024-12-15,300,Inprogress,2024,12,15,Sunday,December,True
DOCSIS 4.0 24x8 Cable Modem (CM600)-3,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,CAR-3685,290287b6-60b6-40dd-a669-fdaf3a2136fa,200,50,Netgear,Neger@mail.com,9256476541,2024-12-30,200,Inprogress,2024,12,30,Monday,December,True
ETL-3100  Combiner-3,A two-way combiner,No Image Available,Combiner,SPL-2747,fa9ce773-1c84-4af6-9cf7-75a7ddcda197,300,75,Synergy,synerg@mail.com,7865434960,2024-12-24,300,Inprogress,2024,12,24,Tuesday,December,True
Cisco IR510-3,Wireless personal area network Router,No Image Available,Router,MUL-8285,34da9bc9-a88f-4c68-a42b-f86cdd981143,500,150,Cisco,abcd@mail.com,1234567890,2024-12-17,500,Inprogress,2024,12,17,Tuesday,December,True
HP JG539A-3,"Fast Ethernet web managed ""smart"" switch",No Image Available,Switch,COM-3393,9628ce1c-e6ec-494e-a3f7-53a41e25dde8,400,100,HP,abhp@mail.com,1980762345,2024-12-23,400,Inprogress,2024,12,23,Monday,December,True
DOCSIS 4.1 Cable Modem-3,A High Speed Cable Modem,modem.jpg,Modem,MOD-8565,d9ea9de0-689d-41f0-9f6c-68d41c13eae5,200,50,Netgear,Neger@mail.com,9256476541,2024-02-03,200,Deliverd,2024,2,3,Saturday,February,True
WR70 Duplexer-3,RF waveguide duplexer ,No Image Available,Multiplexer,ROU-7490,7ab1d69e-c816-4344-95be-bacc7b24ff11,200,50,Broadcom,brcom@mail.com,1759731673,2024-03-06,200,Deliverd,2024,3,6,Wednesday,March,True
Optical Splitter-3,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,COM-4254,454f5bfd-d643-48b6-abf5-914d9470926f,400,75,BELL,blee@mail.com,1256476894,2024-11-08,400,Deliverd,2024,11,8,Friday,November,True
UHF RFID Card-3,Radio-Frequency Identification Card,card.jpg,Card,COM-9278,8dacd80e-474a-4aab-934c-0a8bd29fa4d5,500,150,Cardcom,cdcom@mail.com,1314732576,2024-04-06,500,Deliverd,2024,4,6,Saturday,April,True
DOCSIS 4.0 16x4 (CM501)-3,A High Speed Cable Modem,No Image Available,Modem,ROU-2531,810df9be-b03d-41b4-b37d-446103add6b9,300,100,Netgear,Neger@mail.com,9256476541,2024-01-13,300,Deliverd,2024,1,13,Saturday,January,True
DOCSIS 4.1 Cable Modem (CM1200) -3,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,ROU-2023,40b6bb1d-1818-4ce4-90b5-886e01408a6f,400,75,Netgear,Neger@mail.com,9256476541,2024-07-21,400,Deliverd,2024,7,21,Sunday,July,True
CMOS 20G Serial Mux-3,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,SPL-6825,e0e102d9-812d-4f25-acc6-f62a3e0be403,300,100,Broadcom,brcom@mail.com,1759731673,2024-03-31,300,Deliverd,2024,3,31,Sunday,March,True
DOCSIS 4.0 24x8 Cable Modem (CM700)-3,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,MOD-9216,5a38dede-c1c1-446c-ac6f-57dafa0a70a4,200,50,Netgear,Neger@mail.com,9256476542,2024-06-29,200,Deliverd,2024,6,29,Saturday,June,True
ETL-3110  Combiner-3,A two-way combiner,No Image Available,Combiner,CAR-5536,3155b530-6e40-4318-a2be-13af4d92d78b,300,75,Synergy,synerg@mail.com,7865434961,2024-09-17,300,Deliverd,2024,9,17,Tuesday,September,True
Cisco IR921-3,4-port GbE Integrated Security Router,No Image Available,Router,MOD-1132,e0b80517-1edd-412b-ac0e-521d54cdbb29,500,150,Cisco,abcd@mail.com,1234567890,2024-02-14,500,Deliverd,2024,2,14,Wednesday,February,True
HP JG537A-3,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,SPL-2417,1d52b79e-106f-4723-aa26-b8a3e1479f12,400,100,HP,abhp@mail.com,1980762345,2022-03-21,400,Deliverd,2022,3,21,Monday,March,True
4G LTE Modem -3,4G LTE speeds up to 150 Mbps downloads and 50 Mbps uploads,modem.jpg,Modem,MUL-8439,40d7cbbd-deda-4fd4-b690-94078cc79bda,200,50,Netgear,Neger@mail.com,9256476541,2022-07-01,200,Deliverd,2022,7,1,Friday,July,True
Cellular Duplexer Rx (MHz)-3,RX cellular duplexer ,No Image Available,Multiplexer,SWI-2897,c86c2dce-4dbd-4359-b491-7326d177900b,200,50,Broadcom,brcom@mail.com,1759731673,2022-01-10,200,Deliverd,2022,1,10,Monday,January,True
SBB100 Splitter Trough-3,Standard splitter,splitter.jpg,Splitter,SPL-8525,6ba3bb92-17be-4cdb-a3e4-ccadcd248767,400,75,BELL,blee@mail.com,1256476894,2022-08-23,400,Deliverd,2022,8,23,Tuesday,August,True
HID Proximity Card -3,Radio-Frequency Identification Card,card.jpg,Card,ROU-3245,1796041d-d08a-4c5a-aaa1-43ec71b2ce85,500,150,Cardcom,cdcom@mail.com,1314732576,2022-09-07,500,Deliverd,2022,9,7,Wednesday,September,True
DOCSIS 3.0 16x4 (CM600)-3,A High Speed Cable Modem,No Image Available,Modem,MUL-1964,a0895f0e-4f6d-43c1-9c49-2d40b1a3a57e,300,100,Netgear,Neger@mail.com,9256476541,2022-09-02,300,Deliverd,2022,9,2,Friday,September,True
DOCSIS 3.1 Cable Modem (CM600) -3,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,ROU-8259,b7d59f98-e58a-4373-afb1-3e965352a9c9,400,75,Netgear,Neger@mail.com,9256476541,2022-02-12,400,Deliverd,2022,2,12,Saturday,February,True
CMOS 5G Serial Mux-3,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,ROU-1118,c2e0e77c-6399-44dc-bb08-4ce32facf901,300,100,Broadcom,brcom@mail.com,1759731673,2022-11-15,300,Deliverd,2022,11,15,Tuesday,November,True
DOCSIS 3.0 24x8 Cable Modem (CM500)-3,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,MUL-8340,10cc3c3b-ddfc-441a-a6b2-391509f47d87,200,50,Netgear,Neger@mail.com,9256476542,2022-05-04,200,Deliverd,2022,5,4,Wednesday,May,True
ETL-3200  Combiner-3,A two-way combiner,No Image Available,Combiner,MUL-9329,11372082-a0e3-4ea0-9c14-e20181115671,300,75,Synergy,synerg@mail.com,7865434961,2022-05-18,300,Deliverd,2022,5,18,Wednesday,May,True
N600 WiFi Cable Modem-3,N600 Dual Band WiFi—300+300 Mbps,modem.jpg,Modem,CAR-2220,2a74f00c-8cf8-47a9-819b-cbf6ec9b1325,200,50,Netgear,Neger@mail.com,9256476542,2024-07-10,200,Deliverd,2024,7,10,Wednesday,July,True
Cisco IR1800-3,High performance modular router,No Image Available,Router,SWI-9679,1c77440b-2015-44a8-bb2a-88ff7f62ea22,500,150,Cisco,abcd@mail.com,1234567890,2022-06-13,500,Deliverd,2022,6,13,Monday,June,True
HP JG543A-3,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,MOD-9317,0a8dcb66-546e-4d01-a9ac-4c6470e4773b,400,100,HP,abhp@mail.com,1980762345,2022-06-23,400,Deliverd,2022,6,23,Thursday,June,True
C3700 Wi-Fi Cable Modem-3,Wifi Cable Modem,modem.jpg,Modem,MOD-4940,a8525d48-e4cb-44e7-9e5e-591c93c23d85,200,50,Netgear,Neger@mail.com,9256476541,2022-07-13,200,Deliverd,2022,7,13,Wednesday,July,True
Cellular Duplexer Tx (MHz)-3,TX cellular duplexer ,No Image Available,Multiplexer,ROU-2486,b497089f-3464-4ffe-9608-a457e72f19a9,200,50,Broadcom,brcom@mail.com,1759731673,2024-06-12,200,Deliverd,2024,6,12,Wednesday,June,True
BEL T4404 T Series Splitter Trough-3,Standard splitter,splitter.jpg,Splitter,SWI-3566,e0eef410-f2f3-4845-a4ce-0846fe8e2677,400,75,BELL,blee@mail.com,1256476894,2024-12-18,400,Inprogress,2024,12,18,Wednesday,December,True
NFC Proximity Card -3,Radio-Frequency Identification Card,card.jpg,Card,SWI-8448,61de62fa-4307-4a7d-9692-397359ac4ac3,500,150,Cardcom,cdcom@mail.com,1314732576,2024-12-29,500,Inprogress,2024,12,29,Sunday,December,True
DOCSIS 3.0 16x4 (CM1000)-3,A High Speed Cable Modem,No Image Available,Modem,MOD-4529,752f243c-3e35-4900-9d0c-2c0a6ffad514,300,100,Netgear,Neger@mail.com,9256476541,2024-12-24,300,Inprogress,2024,12,24,Tuesday,December,True
DOCSIS 3.1 Cable Modem (CM1000) -3,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SWI-6148,986a5288-1847-401f-97f5-f98dbb3b5d33,400,75,Netgear,Neger@mail.com,9256476541,2024-12-23,400,Inprogress,2024,12,23,Monday,December,True
DOCSIS 3.0 24x8 Cable Modem (CM1000)-3,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,ROU-6961,e27e023f-8169-4f54-b477-17d3d8005e7f,200,50,Netgear,Neger@mail.com,9256476542,2024-12-19,200,Inprogress,2024,12,19,Thursday,December,True
COM-G3-L1-403-S5S5-3,A Four-way combiner,No Image Available,Combiner,COM-5243,6cd449f6-1802-4ecb-a68f-adfe3b053139,300,75,Synergy,synerg@mail.com,7865434961,2024-12-27,300,Inprogress,2024,12,27,Friday,December,True
BEL T6404 T Series Splitter Trough-3,Distribution Splitter Trough,splitter.jpg,Splitter,COM-2284,680c5c93-f4e8-42c4-8a25-3be30c375657,400,75,BELL,blee@mail.com,1256476895,2022-01-16,400,Inprogress,2022,1,16,Sunday,January,True
T4104 Bel Electrical Splitter-3,superior performance and durability. With a 125 amp capacity,splitter.jpg,Splitter,SPL-1960,819f1d5e-ca96-4799-8c83-f0c3448edf88,400,75,BELL,blee@mail.com,1256476896,2022-09-13,400,Inprogress,2022,9,13,Tuesday,September,True
PCS Duplexer Rx (MHz)-3,PCS Rx duplexer ,No Image Available,Multiplexer,MOD-6037,9ed785cf-b167-4251-8ca9-78647aec55e4,200,50,Broadcom,brcom@mail.com,1759731674,2024-09-13,200,Deliverd,2024,9,13,Friday,September,True
Cisco XR500-3,"Routing Protocols (BGP, OSPF)",No Image Available,Router,SPL-2435,7e6b0dc8-537d-4175-b507-9ed7ef8abcb5,200,50,Cisco,abcd@mail.com,1234567890,2023-05-29,200,Deliverd,2023,5,29,Monday,May,True
Cisco ISR-4331-3,Cisco Integrated Services Router 4331 ,No Image Available,Router,ROU-9706,08346531-28a6-4438-a0f4-2c1e182fcc1e,400,75,Cisco,abcd@mail.com,1234567890,2024-07-12,400,Deliverd,2024,7,12,Friday,July,True
Cisco Catalyst 2960X-3, Layer 2 Switch with 24 Ports,No Image Available,Switch,CAR-2378,4284e417-b239-4703-b791-b3049ff5c0be,400,75,HP,abhp@mail.com,1980762345,2024-04-17,400,Deliverd,2024,4,17,Wednesday,April,True
1x2 Fiber Splitter-3, Used for optical signal splitting,splitter.jpg,Splitter,CAR-8521,f9fc320e-3d12-4014-8b50-947437a4216b,200,50,BELL,blee@mail.com,1234567890,2024-01-29,200,Deliverd,2024,1,29,Monday,January,True
Arris DOCSIS 3.1 Cable Modem-3, Supports Gigabit Speed,No Image Available,Modem,MOD-4843,6f92ad4a-67be-4b8c-869a-bca5d8dbf557,300,75,Netgear,Neger@mail.com,9256476542,2024-04-29,300,Deliverd,2024,4,29,Monday,April,True
Optical Power Combiner-3,2x2 configuration for optical fibers,No Image Available,Combiner,COM-5840,acbcad4d-e4ea-4b0f-a626-fb01dc85bd00,400,75,Synergy,synerg@mail.com,7865434961,2024-11-30,400,Deliverd,2024,11,30,Saturday,November,True
Ethernet Card-3,Cisco 8-Port Gigabit Ethernet Card for ISR Series,No Image Available,Card,SWI-8507,86b3f145-b579-4320-bd2d-d10c6923c04b,400,75,Cardcom,cdcom@mail.com,1314732576,2024-02-01,400,Deliverd,2024,2,1,Thursday,February,True
Sonet Multiplexer-3,Aggregates voice and data channels,No Image Available,Multiplexer,SPL-9855,e37210c5-cd6a-46af-9053-f6eb386bccd9,200,50,Broadcom,brcom@mail.com,1759731674,2024-11-30,200,Deliverd,2024,11,30,Saturday,November,True
Juniper MX960-3, Core Router with 10GbE Ports,No Image Available,Router,SPL-3717,fbce6490-9857-4429-b956-b45007f085cc,200,50,Cisco,abcd@mail.com,1234567890,2024-09-26,200,Deliverd,2024,9,26,Thursday,September,True
HP Aruba 2930F-3,"Managed Layer 3 Switch, 48 Ports",No Image Available,Switch,ROU-5377,1460b70e-19db-4b39-826a-a22da2f1db24,400,75,HP,abhp@mail.com,1980762345,2024-07-25,400,Deliverd,2024,7,25,Thursday,July,True
Huawei 5G CPE-3, Wireless Modem for High-Speed Internet,No Image Available,Modem,COM-8019,0d44c2c3-f798-4e11-b457-3aa10d5bf1a4,300,50,Netgear,Neger@mail.com,9256476542,2024-06-16,300,Inprogress,2024,6,16,Sunday,June,True
Cisco ISR 4451-X-3, Enterprise-Class Router,No Image Available,Router,MOD-5215,a4a725ec-64c6-49d9-8b4c-ac8899c6073a,400,75,Cisco ,support@cisco.com,1234567890,2024-12-24,400,Inprogress,2024,12,24,Tuesday,December,True
Cisco Nexus 9000-3,Data Center Switch,No Image Available,Switch,CAR-5836,ea63741d-7f87-45de-9e28-d5ddb8e4bca9,200,50,Cisco ,support@cisco.com,1234567890,2024-12-13,200,Inprogress,2024,12,13,Friday,December,True
1x4 Optical Splitter-3, Used for optical signal splitting,No Image Available,Splitter,SPL-3703,9a424043-4dbc-440a-9b3b-7740952eb735,300,75,FiberTech Inc.,info@fibertech.com,9875429902,2024-12-23,300,Inprogress,2024,12,23,Monday,December,True
 DOCSIS 3.1-3,Netgear Nighthawk Cable Modem,No Image Available,Modem,COM-7045,dd06401a-f99f-43d1-9818-1ca80ed912d9,400,75,Netgear,sales@netgear.com,9256476541,2024-12-14,400,Inprogress,2024,12,14,Saturday,December,True
2x4 Optical Power Combiner-3,For Fiber Networks,No Image Available,Combiner,CAR-8148,934babac-9b17-40e4-a7ee-edbfafb36a48,400,75,OptiFiber Co.,sales@optifiber.com,8944200472,2024-12-28,400,Inprogress,2024,12,28,Saturday,December,True
Cisco 4-Port FXS Card-3,Cisco 4-Port FXS Card for ISR 4000 Series,card.jpg,Card,COM-8666,ca28ea73-948f-49f2-9e3d-a7362b23ba47,200,50,Cisco ,support@cisco.com,1234567890,2024-12-22,200,Inprogress,2024,12,22,Sunday,December,True
Division Multiplexer (DWDM)-3,Dense Wavelength Division Multiplexer ,No Image Available,Multiplexer,CAR-1975,bccd9371-34eb-4707-bf38-a3b01ee57c1e,200,50,NexGen ,contact@nexgen.com,5690244343,2024-12-17,200,Inprogress,2024,12,17,Tuesday,December,True
Huawei AR2220-3,Enterprise Router for Branches,No Image Available,Router,MUL-5397,d2b9eacb-6130-4286-b90f-0f50eb778d6e,400,75,Huawei ,sales@huawei.com,7764334977,2024-04-16,400,Deliverd,2024,4,16,Tuesday,April,True
Juniper EX4300-3,48-Port Layer 3 Switch,No Image Available,Switch,MUL-6422,a9df85c8-6a65-4025-aebc-c820ee26193e,300,50,Juniper Networks,sales@juniper.net,8920323094,2024-07-04,300,Deliverd,2024,7,4,Thursday,July,True
TP-Link DOCSIS 3.0 Cable Modem-3,High-Speed Internet,modem.jpg,Modem,COM-1959,2ebd6694-b358-4b03-897c-b9924fb36dd8,200,25,TP-Link,support@tp-link.com,9022323545,2024-03-21,200,Deliverd,2024,3,21,Thursday,March,True
NetLink-X300-3,High-speed wireless router,No Image Available,Networking,MOD-7851,0c5567eb-ac1b-4f9f-b3de-af9fa6e4f46b,400,75,TechSupplies Inc.,contact@techsupplies.com,7892323545,2024-08-30,400,Deliverd,2024,8,30,Friday,August,True
SwiftSwitch 24-3,24-port Gigabit Ethernet switch,No Image Available,Networking,ROU-1219,d481ae77-5324-48c6-8fd8-93d70929d0d0,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2024-06-23,400,Deliverd,2024,6,23,Sunday,June,True
FiberSplit-4X-3,Optical fiber splitter (1x4),No Image Available,Optical,MOD-7445,93d507b1-c3e2-4ea0-aaa3-0becce397ca0,200,50,OptiTech Co.,info@optitech.com,8920332194,2024-06-29,200,Deliverd,2024,6,29,Saturday,June,True
SpeedModem-1000-3,High-speed DSL modem,No Image Available,Networking,ROU-1280,ac022202-b1ef-4746-bfd3-3e874e446506,300,75,DataConnect Ltd.,orders@dataconnect.com,8976422194,2024-05-14,300,Deliverd,2024,5,14,Tuesday,May,True
RFCombiner-8CH-3,8-channel RF signal combiner,No Image Available,Rf Equipment,CAR-6068,5edf88cd-3df3-4d25-895d-aefcb1bf6315,400,75,RF Solutions,support@rfsolutions.com,9055323545,2024-06-17,400,Deliverd,2024,6,17,Monday,June,True
NetCard-P100-3,Network interface card with PCIe support,No Image Available,Components,SPL-4443,89ca1134-964f-4389-a137-c9aeaab8c8eb,400,75,CardHub Systems,cards@cardhub.com,8976422224,2024-05-06,400,Deliverd,2024,5,6,Monday,May,True
MultiMux-32-3,32-channel multiplexer for signal routing,No Image Available,Optical,ROU-9044,7d51e86e-8a51-4526-bc0e-008f685ae71c,200,50,SignalWorks Inc.,inquiries@signalworks.com,9055325545,2024-03-02,200,Deliverd,2024,3,2,Saturday,March,True
StreamRouter-Z500-3,Dual-band router with advanced firewall,No Image Available,Networking,SPL-7768,8485a43d-317b-4f77-b4fa-dd54aaf62e36,200,50,TechSupplies Inc.,contact@techsupplies.com,7892323545,2024-03-24,200,Deliverd,2024,3,24,Sunday,March,True
ProSwitch 48-3,48-port managed switch,No Image Available,Networking,SWI-6491,3796d212-49fc-4d49-a050-315128fca51d,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2024-12-21,400,Inprogress,2024,12,21,Saturday,December,True
FiberSplit-8X-3,Optical fiber splitter (1x8),No Image Available,Optical,COM-4421,cd9028d6-b422-4356-a677-39cfa008ac62,300,50,OptiTech Co.,info@optitech.com,8920332194,2024-12-27,300,Inprogress,2024,12,27,Friday,December,True
Cisco ISR 1101-4,ISR 1101 4 Ports GE Ethernet WAN Router,No Image Available,Router,SWI-6343,272954c0-7ed4-4e67-bd29-b44b5fdff469,300,50,OptiTech Co.,info@optitech.com,8920332194,2023-08-17,300,Inprogress,2023,8,17,Thursday,August,True
HP 5406zl-4,HP ProCurve Switch 5406zl,No Image Available,Switch,MUL-8135,61d61045-b78a-4724-88bd-793c8dc28e5b,500,150,Cisco,abcd@mail.com,1234567890,2023-07-02,500,Inprogress,2023,7,2,Sunday,July,True
DOCSIS 3.1 Cable Modem-4,Superfast speeds up to 10 gigabits per second (Gbps),modem.jpg,Modem,CAR-4354,d46e93b7-c9a0-4b26-b7d8-4a583b6dea43,300,100,HP,abhp@mail.com,1980762345,2023-08-26,300,Inprogress,2023,8,26,Saturday,August,True
Cellular Duplexer Rx-4,A multiplexer product that is RoHS6 compliant ,No Image Available,Multiplexer,COM-5541,049c5cc5-fe4b-4d4f-9918-a8235b468894,200,50,Netgear,Neger@mail.com,9256476541,2023-01-01,200,Inprogress,2023,1,1,Sunday,January,True
SBB100 Splitter Trough Block-4, Splitter block  with copper-aluminium monopiece connector,splitter.jpg,Splitter,CAR-9418,c3948428-d178-4bd5-870a-39b89aa17e35,200,50,Broadcom,brcom@mail.com,1759731673,2023-07-21,200,Inprogress,2023,7,21,Friday,July,True
Proximity Card-4,A contactless smart card ,card.jpg,Card,MOD-5726,49dc9a60-74dd-4bdc-8bd5-47b8e8c38a59,400,75,BELL,blee@mail.com,1256476893,2023-04-13,400,Inprogress,2023,4,13,Thursday,April,True
DOCSIS 3.0 16x4 (CM500)-4,A High Speed Cable Modem,No Image Available,Modem,MOD-9222,0d1d6ece-b1fa-4dfe-9c60-c469f8e3c4e1,500,150,Cardcom,cdcom@mail.com,1314732575,2023-07-19,500,Inprogress,2023,7,19,Wednesday,July,True
DOCSIS 3.1 Cable Modem (CM1100) -4,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,COM-6362,a0ec4876-d7d2-4ca3-ab8e-19653d82f70b,300,100,Netgear,Neger@mail.com,9256476541,2023-06-24,300,Inprogress,2023,6,24,Saturday,June,True
CMOS 40G Serial Mux-4,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,CAR-1118,f2011390-7eb4-4898-9b32-5f433c8177b2,400,75,Netgear,Neger@mail.com,9256476541,2024-12-26,400,Inprogress,2024,12,26,Thursday,December,True
DOCSIS 3.0 24x8 Cable Modem (CM600)-4,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,CAR-6303,dd106f72-1300-461b-888b-368f38c78a91,300,100,Broadcom,brcom@mail.com,1759731674,2023-11-25,300,Deliverd,2023,11,25,Saturday,November,True
RF Combiner-4,A two-way combiner,No Image Available,Combiner,COM-3986,b0fccaa2-8544-408b-9080-cbeb94233860,200,50,Netgear,Neger@mail.com,9256476541,2023-02-21,200,Deliverd,2023,2,21,Tuesday,February,True
Cisco ISR 1100-4,Integrated Services Router,No Image Available,Router,MUL-4893,7d3df807-199a-46cc-b372-c875da016cc4,300,75,Synergy,synerg@mail.com,7865434960,2023-02-01,300,Deliverd,2023,2,1,Wednesday,February,True
HP 5400zl-4,HP ProCurve Switch 5400zl,No Image Available,Switch,COM-7299,22e8ea66-fa85-4e31-b068-98aad05f7343,500,150,Cisco,abcd@mail.com,1234567890,2023-11-14,500,Deliverd,2023,11,14,Tuesday,November,True
DOCSIS 3.0 Cable Modem-4,A High Speed Cable Modem,modem.jpg,Modem,MUL-8411,f68f7bbf-27f1-44f6-9492-916108aa9235,400,100,HP,abhp@mail.com,1980762345,2023-03-27,400,Deliverd,2023,3,27,Monday,March,True
WR90 Duplexer-4,RF waveguide duplexer ,No Image Available,Multiplexer,ROU-5330,78cc44b4-5979-43fd-8edd-5a4d29f90f6d,200,50,Netgear,Neger@mail.com,9256476541,2022-02-24,200,Deliverd,2022,2,24,Thursday,February,True
PLC Splitter-4,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,CAR-1583,b3a7c484-62b3-4f01-a3f3-839a460b755a,200,50,Broadcom,brcom@mail.com,1759731673,2022-11-28,200,Deliverd,2022,11,28,Monday,November,True
RFID Card-4,Radio-Frequency Identification Card,card.jpg,Card,COM-7762,5f2248cd-39d5-4531-a9e1-66471f6f1900,400,75,BELL,blee@mail.com,1256476894,2022-09-03,400,Deliverd,2022,9,3,Saturday,September,True
DOCSIS 3.0 16x4 (CM501)-4,A High Speed Cable Modem,No Image Available,Modem,MOD-3519,5f7db859-3044-456b-a825-cab00a904fa4,500,150,Cardcom,cdcom@mail.com,1314732576,2022-06-05,500,Deliverd,2022,6,5,Sunday,June,True
DOCSIS 3.1 Cable Modem (CM1200) -4,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,CAR-8372,0147e43d-c7c5-4ad1-9cda-6e6a8dde6b1f,300,100,Netgear,Neger@mail.com,9256476541,2022-07-01,300,Deliverd,2022,7,1,Friday,July,True
CMOS 50G Serial Mux-4,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,SPL-6403,67c05630-af9a-4d58-a11a-ca8f44150d88,400,75,Netgear,Neger@mail.com,9256476541,2022-10-07,400,Deliverd,2022,10,7,Friday,October,True
DOCSIS 3.0 24x8 Cable Modem (CM700)-4,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SPL-2282,84cec894-5b86-44da-8949-1a1975cfe659,300,100,Broadcom,brcom@mail.com,1759731673,2024-12-17,300,Inprogress,2024,12,17,Tuesday,December,True
ETL-700  Combiner-4,A two-way combiner,No Image Available,Combiner,SWI-1969,fbdc9dba-b8a9-4106-bb46-fb02514f3697,200,50,Netgear,Neger@mail.com,9256476542,2024-12-20,200,Inprogress,2024,12,20,Friday,December,True
CISCO IR530-4,Provides enterprise-class RF mesh connectivity,No Image Available,Router,ROU-5467,18f8626f-b040-4d98-a682-54b68be7a447,300,75,Synergy,synerg@mail.com,7865434961,2024-12-27,300,Inprogress,2024,12,27,Friday,December,True
